Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
Belarus,1996,Male,Not applicable,Percent,3.59901
Belarus,1995,Male,Not applicable,Percent,2.68363
Belarus,1995,Female,Not applicable,Percent,1.53107
Belarus,1995,All genders,Not applicable,Percent,2.13165
Belarus,1992,All genders,Not applicable,Percent,9.82368
Belarus,1986,All genders,Not applicable,Percent,36.64122
Belarus,1985,All genders,Not applicable,Percent,33.78432
Belarus,1984,All genders,Not applicable,Percent,30.53847
Belarus,1983,All genders,Not applicable,Percent,26.50551
Belarus,1982,All genders,Not applicable,Percent,24.36217
Belarus,1981,All genders,Not applicable,Percent,20.21702
Belarus,1980,All genders,Not applicable,Percent,13.27543
Belgium,2013,All genders,Not applicable,Percent,7.80969
Belgium,2013,Male,Not applicable,Percent,9.17699
Belgium,2013,Female,Not applicable,Percent,6.40001
Belgium,2012,Female,Not applicable,Percent,1.34185
Belgium,2012,Male,Not applicable,Percent,4.15121
Belgium,2012,All genders,Not applicable,Percent,2.76527
Belgium,2009,All genders,Not applicable,Percent,3.17524
Belgium,2009,Male,Not applicable,Percent,4.6297
Belgium,2009,Female,Not applicable,Percent,1.67524
Belgium,2008,Female,Not applicable,Percent,5.25492
Belgium,2008,Male,Not applicable,Percent,7.83226
Belgium,2008,All genders,Not applicable,Percent,6.56049
Belgium,2007,Male,Not applicable,Percent,13.94631
Belgium,2007,Female,Not applicable,Percent,11.56141
Belgium,2007,All genders,Not applicable,Percent,12.76846
Belgium,2006,All genders,Not applicable,Percent,6.61309
Belgium,2006,Female,Not applicable,Percent,5.43877
Belgium,2006,Male,Not applicable,Percent,7.75819
Belgium,2005,Male,Not applicable,Percent,7.1927
Belgium,2005,Female,Not applicable,Percent,5.54596
Belgium,2005,All genders,Not applicable,Percent,6.38217
Belgium,1991,All genders,Not applicable,Percent,15.09139
Belgium,1991,Female,Not applicable,Percent,13.13973
Belgium,1991,Male,Not applicable,Percent,17.00533
Belgium,1988,Male,Not applicable,Percent,25.03374
Belgium,1988,Female,Not applicable,Percent,21.49825
Belgium,1988,All genders,Not applicable,Percent,23.29445
Belgium,1987,All genders,Not applicable,Percent,24.18374
Belgium,1987,Female,Not applicable,Percent,22.68129
Belgium,1987,Male,Not applicable,Percent,25.64899
Belgium,1986,Male,Not applicable,Percent,24.40063
Belgium,1986,Female,Not applicable,Percent,19.33451
Belgium,1986,All genders,Not applicable,Percent,21.93003
Belgium,1985,All genders,Not applicable,Percent,20.93742
Belgium,1985,Female,Not applicable,Percent,18.2303
Belgium,1985,Male,Not applicable,Percent,23.51784
Belgium,1984,Female,Not applicable,Percent,15.7811
Belgium,1984,All genders,Not applicable,Percent,17.94685
Belgium,1984,Male,Not applicable,Percent,20.05421
Belgium,1983,Male,Not applicable,Percent,20.89284
Belgium,1983,All genders,Not applicable,Percent,17.65718
Belgium,1983,Female,Not applicable,Percent,14.25071
Belgium,1982,Female,Not applicable,Percent,7.65275
Belgium,1982,All genders,Not applicable,Percent,12.44582
Belgium,1982,Male,Not applicable,Percent,16.95113
Belgium,1981,Male,Not applicable,Percent,18.79072
Belgium,1981,All genders,Not applicable,Percent,16.27783
Belgium,1981,Female,Not applicable,Percent,13.61245
Belgium,1980,Female,Not applicable,Percent,20.19641
Belgium,1980,All genders,Not applicable,Percent,23.5479
Belgium,1980,Male,Not applicable,Percent,26.65067
Belgium,1979,Male,Not applicable,Percent,27.24942
Belgium,1979,All genders,Not applicable,Percent,25.07929
Belgium,1979,Female,Not applicable,Percent,22.75282
Belgium,1977,Female,Not applicable,Percent,14.56692
Belgium,1977,All genders,Not applicable,Percent,17.02971
Belgium,1977,Male,Not applicable,Percent,19.3428
Belgium,1976,All genders,Not applicable,Percent,25.02892
Belgium,1975,All genders,Not applicable,Percent,20.06914
Belgium,1975,Male,Not applicable,Percent,21.24574
Belgium,1975,Female,Not applicable,Percent,18.82203
Belize,2013,All genders,Not applicable,Percent,5.32856
Belize,2013,Female,Not applicable,Percent,6.46915
Belize,2013,Male,Not applicable,Percent,4.2036
Belize,2012,Male,Not applicable,Percent,9.50942
Belize,2012,Female,Not applicable,Percent,8.63293
Belize,2012,All genders,Not applicable,Percent,9.08946
Belize,2010,Female,Not applicable,Percent,11.24792
Belize,2010,Male,Not applicable,Percent,6.93768
Belize,2010,All genders,Not applicable,Percent,9.08339
Belize,2009,All genders,Not applicable,Percent,9.73436
Belize,2009,Male,Not applicable,Percent,10.86883
Belize,2009,Female,Not applicable,Percent,8.56638
Belize,2008,Female,Not applicable,Percent,3.80597
Belize,2008,Male,Not applicable,Percent,6.66777
Belize,2008,All genders,Not applicable,Percent,5.27092
Belize,2007,All genders,Not applicable,Percent,10.13471
Belize,2007,Male,Not applicable,Percent,10.25483
Belize,2007,Female,Not applicable,Percent,9.99043
Belize,2006,Female,Not applicable,Percent,13.88293
Belize,2006,Male,Not applicable,Percent,18.11843
Belize,2006,All genders,Not applicable,Percent,16.01596
Belize,2005,All genders,Not applicable,Percent,9.32181
Belize,2005,Male,Not applicable,Percent,11.14552
Belize,2005,Female,Not applicable,Percent,7.38115
Belize,2000,All genders,Not applicable,Percent,16.40083
Belize,1999,All genders,Not applicable,Percent,26.0042
Belize,1999,Male,Not applicable,Percent,25.5066
Belize,1999,Female,Not applicable,Percent,26.52598
Belize,1996,Female,Not applicable,Percent,36.8595
Belize,1996,Male,Not applicable,Percent,38.06153
Belize,1996,All genders,Not applicable,Percent,37.47675
Belize,1995,All genders,Not applicable,Percent,40.0544
Belize,1995,Male,Not applicable,Percent,40.43843
Belize,1995,Female,Not applicable,Percent,39.65931
Belize,1992,Female,Not applicable,Percent,38.76978
Belize,1992,All genders,Not applicable,Percent,39.33956
Belize,1992,Male,Not applicable,Percent,39.88313
Benin,2013,All genders,Not applicable,Percent,46.613
Benin,2013,Female,Not applicable,Percent,47.67184
Benin,2013,Male,Not applicable,Percent,45.69303
Benin,2012,Male,Not applicable,Percent,45.2844
Benin,2012,Female,Not applicable,Percent,48.46172
Benin,2012,All genders,Not applicable,Percent,46.7651
Benin,2011,All genders,Not applicable,Percent,40.73874
Benin,2011,Female,Not applicable,Percent,42.22362
Benin,2011,Male,Not applicable,Percent,39.51756
Benin,2010,Male,Not applicable,Percent,41.68771
Benin,2010,Female,Not applicable,Percent,47.04335
Benin,2010,All genders,Not applicable,Percent,44.21557
Benin,2009,All genders,Not applicable,Percent,46.06324
Benin,2009,Female,Not applicable,Percent,48.64763
Benin,2009,Male,Not applicable,Percent,43.87211
Benin,2003,Male,Not applicable,Percent,35.15123
Benin,2003,Female,Not applicable,Percent,36.68972
Benin,2003,All genders,Not applicable,Percent,35.72975
Benin,2002,All genders,Not applicable,Percent,40.89377
Benin,2002,Female,Not applicable,Percent,45.06002
Benin,2002,Male,Not applicable,Percent,38.03011
Benin,2001,Male,Not applicable,Percent,28.34128
Benin,2001,Female,Not applicable,Percent,36.95728
Benin,2001,All genders,Not applicable,Percent,31.7846
Benin,2000,All genders,Not applicable,Percent,24.26072
Benin,2000,Female,Not applicable,Percent,33.63368
Benin,2000,Male,Not applicable,Percent,17.74635
Benin,1997,Male,Not applicable,Percent,60.65957
Benin,1997,Female,Not applicable,Percent,73.72222
Benin,1997,All genders,Not applicable,Percent,65.99056
Benin,1996,All genders,Not applicable,Percent,65.06775
Benin,1996,Female,Not applicable,Percent,73.02097
Benin,1996,Male,Not applicable,Percent,59.67271
Benin,1995,Male,Not applicable,Percent,62.98092
Benin,1995,Female,Not applicable,Percent,72.95858
Benin,1995,All genders,Not applicable,Percent,66.89441
Benin,1994,All genders,Not applicable,Percent,70.11105
Benin,1994,Female,Not applicable,Percent,76.2721
Benin,1994,Male,Not applicable,Percent,66.0488
Benin,1993,Male,Not applicable,Percent,73.10828
Benin,1993,Female,Not applicable,Percent,77.50975
Benin,1993,All genders,Not applicable,Percent,74.65704
Benin,1992,All genders,Not applicable,Percent,75.52697
Benin,1992,Female,Not applicable,Percent,77.61806
Benin,1992,Male,Not applicable,Percent,74.43849
Benin,1991,Male,Not applicable,Percent,77.41654
Benin,1991,Female,Not applicable,Percent,77.88557
Benin,1991,All genders,Not applicable,Percent,77.56832
Benin,1990,All genders,Not applicable,Percent,78.5354
Benin,1990,Female,Not applicable,Percent,81.10874
Benin,1990,Male,Not applicable,Percent,77.17529
Benin,1989,Male,Not applicable,Percent,66.36069
Benin,1989,Female,Not applicable,Percent,71.21046
Benin,1989,All genders,Not applicable,Percent,68.02602
Benin,1988,All genders,Not applicable,Percent,68.4694
Benin,1988,Female,Not applicable,Percent,71.56571
Benin,1988,Male,Not applicable,Percent,66.86774
Benin,1987,Male,Not applicable,Percent,64.82281
Benin,1987,Female,Not applicable,Percent,70.59768
Benin,1987,All genders,Not applicable,Percent,66.78094
Benin,1986,All genders,Not applicable,Percent,61.94184
Benin,1986,Male,Not applicable,Percent,59.78903
Benin,1986,Female,Not applicable,Percent,66.15636
Benin,1985,Female,Not applicable,Percent,64.42998
Benin,1985,Male,Not applicable,Percent,57.39272
Benin,1985,All genders,Not applicable,Percent,59.78056
Benin,1984,All genders,Not applicable,Percent,64.05374
Benin,1984,Male,Not applicable,Percent,62.72117
Benin,1984,Female,Not applicable,Percent,66.73281
Benin,1983,Female,Not applicable,Percent,63.31664
Benin,1983,Male,Not applicable,Percent,52.69736
Benin,1983,All genders,Not applicable,Percent,56.22604
Benin,1982,All genders,Not applicable,Percent,63.14741
Benin,1982,Male,Not applicable,Percent,63.02221
Benin,1982,Female,Not applicable,Percent,63.41165
Benin,1981,All genders,Not applicable,Percent,68.5091
Benin,1980,All genders,Not applicable,Percent,63.00603
Benin,1980,Male,Not applicable,Percent,62.62665
Benin,1980,Female,Not applicable,Percent,63.76377
Benin,1979,Female,Not applicable,Percent,73.66345
Benin,1979,Male,Not applicable,Percent,72.25374
Benin,1979,All genders,Not applicable,Percent,72.69846
Benin,1978,All genders,Not applicable,Percent,64.43634
Benin,1978,Male,Not applicable,Percent,62.55916
Benin,1978,Female,Not applicable,Percent,68.30171
Benin,1977,Female,Not applicable,Percent,72.24883
Benin,1977,Male,Not applicable,Percent,66.98044
Benin,1977,All genders,Not applicable,Percent,68.63511
Benin,1976,All genders,Not applicable,Percent,63.09757
Benin,1976,Male,Not applicable,Percent,60.77145
Benin,1976,Female,Not applicable,Percent,67.84485
Benin,1975,Female,Not applicable,Percent,73.25059
Benin,1975,Male,Not applicable,Percent,66.03635
Benin,1975,All genders,Not applicable,Percent,68.26905
Bermuda,2005,All genders,Not applicable,Percent,15.75779
Bermuda,2004,All genders,Not applicable,Percent,11.10937
Bermuda,2003,All genders,Not applicable,Percent,6.58912
Bermuda,2002,All genders,Not applicable,Percent,5.40111
Bermuda,2002,Male,Not applicable,Percent,5.52027
Bermuda,2002,Female,Not applicable,Percent,5.29452
Bermuda,2001,All genders,Not applicable,Percent,12.98342
Bhutan,2012,All genders,Not applicable,Percent,21.14169
Bhutan,2012,Male,Not applicable,Percent,21.7288
Bhutan,2012,Female,Not applicable,Percent,20.59516
Bhutan,2011,Female,Not applicable,Percent,1.30425
Bhutan,2011,Male,Not applicable,Percent,8.77932
Bhutan,2011,All genders,Not applicable,Percent,5.09876
Bhutan,2010,All genders,Not applicable,Percent,8.96636
Bhutan,2010,Male,Not applicable,Percent,11.2961
Bhutan,2010,Female,Not applicable,Percent,6.57421
Bhutan,2009,Male,Not applicable,Percent,18.51232
Bhutan,2009,All genders,Not applicable,Percent,13.50269
Bhutan,2009,Female,Not applicable,Percent,8.30598
Bhutan,2008,Female,Not applicable,Percent,5.14017
Bhutan,2008,All genders,Not applicable,Percent,10.47665
Bhutan,2008,Male,Not applicable,Percent,15.56385
Bhutan,2007,All genders,Not applicable,Percent,14.69216
Bhutan,2006,All genders,Not applicable,Percent,12.56725
Bhutan,2005,All genders,Not applicable,Percent,15.67961
Bhutan,2005,Female,Not applicable,Percent,12.25927
Bhutan,2005,Male,Not applicable,Percent,18.88352
Bhutan,2004,All genders,Not applicable,Percent,14.01496
Bhutan,2003,All genders,Not applicable,Percent,15.78989
Bhutan,2000,All genders,Not applicable,Percent,18.60948
Bhutan,2000,Female,Not applicable,Percent,14.76271
Bhutan,2000,Male,Not applicable,Percent,21.81258
Bhutan,1999,Male,Not applicable,Percent,21.97697
Bhutan,1999,Female,Not applicable,Percent,14.17463
Bhutan,1999,All genders,Not applicable,Percent,18.49261
Bhutan,1998,All genders,Not applicable,Percent,23.50568
Bhutan,1998,Female,Not applicable,Percent,20.99945
Bhutan,1998,Male,Not applicable,Percent,25.48541
Bhutan,1993,Male,Not applicable,Percent,67.66891
Bhutan,1993,Female,Not applicable,Percent,70.65291
Bhutan,1993,All genders,Not applicable,Percent,68.98427
Bhutan,1988,All genders,Not applicable,Percent,77.77676
Bhutan,1979,Female,Not applicable,Percent,92.35858
Bhutan,1979,Male,Not applicable,Percent,89.59804
Bhutan,1979,All genders,Not applicable,Percent,90.4727
Bhutan,1978,All genders,Not applicable,Percent,91.7804
Bhutan,1978,Male,Not applicable,Percent,91.22087
Bhutan,1978,Female,Not applicable,Percent,93.12039
Bhutan,1977,All genders,Not applicable,Percent,93.43212
Bhutan,1976,All genders,Not applicable,Percent,94.15052
Bolivia,2012,All genders,Not applicable,Percent,3.26918
Bolivia,2012,Male,Not applicable,Percent,3.56499
Bolivia,2012,Female,Not applicable,Percent,2.95181
Bolivia,2011,Female,Not applicable,Percent,10.05579
Bolivia,2011,Male,Not applicable,Percent,10.04944
Bolivia,2011,All genders,Not applicable,Percent,10.05372
Bolivia,2010,All genders,Not applicable,Percent,13.8172
Bolivia,2010,Male,Not applicable,Percent,13.87109
Bolivia,2010,Female,Not applicable,Percent,13.76005
Bolivia,2009,Female,Not applicable,Percent,15.42087
Bolivia,2009,Male,Not applicable,Percent,14.8266
Bolivia,2009,All genders,Not applicable,Percent,15.11934
Bolivia,2008,All genders,Not applicable,Percent,19.10394
Bolivia,2008,Male,Not applicable,Percent,18.3363
Bolivia,2008,Female,Not applicable,Percent,19.89226
Bolivia,2007,Female,Not applicable,Percent,17.55066
Bolivia,2007,Male,Not applicable,Percent,15.14707
Bolivia,2007,All genders,Not applicable,Percent,16.33338
Bolivia,2006,All genders,Not applicable,Percent,19.79795
Bolivia,2006,Male,Not applicable,Percent,19.19842
Bolivia,2006,Female,Not applicable,Percent,20.4122
Bolivia,2002,Female,Not applicable,Percent,22.36393
Bolivia,2002,Male,Not applicable,Percent,20.0531
Bolivia,2002,All genders,Not applicable,Percent,21.18089
Bolivia,2001,All genders,Not applicable,Percent,17.66858
Bolivia,2001,Male,Not applicable,Percent,15.76714
Bolivia,2001,Female,Not applicable,Percent,19.66387
Bolivia,2000,Female,Not applicable,Percent,27.80397
Bolivia,2000,Male,Not applicable,Percent,23.5006
Bolivia,2000,All genders,Not applicable,Percent,25.60779
Bolivia,1999,All genders,Not applicable,Percent,20.19241
Bolivia,1999,Male,Not applicable,Percent,17.85487
Bolivia,1999,Female,Not applicable,Percent,22.61442
Bolivia,1998,Male,Not applicable,Percent,20.41951
Bolivia,1998,All genders,Not applicable,Percent,22.80259
Bolivia,1998,Female,Not applicable,Percent,25.29473
Bolivia,1997,Female,Not applicable,Percent,41.93495
Bolivia,1997,All genders,Not applicable,Percent,40.44575
Bolivia,1997,Male,Not applicable,Percent,38.98849
Bolivia,1996,Male,Not applicable,Percent,41.41526
Bolivia,1996,All genders,Not applicable,Percent,42.87029
Bolivia,1996,Female,Not applicable,Percent,44.35791
Bolivia,1995,Female,Not applicable,Percent,45.97462
Bolivia,1995,All genders,Not applicable,Percent,44.08456
Bolivia,1995,Male,Not applicable,Percent,42.24254
Bolivia,1994,Male,Not applicable,Percent,43.1553
Bolivia,1994,All genders,Not applicable,Percent,44.95334
Bolivia,1994,Female,Not applicable,Percent,46.8118
Bolivia,1993,Female,Not applicable,Percent,46.54254
Bolivia,1993,All genders,Not applicable,Percent,44.92112
Bolivia,1993,Male,Not applicable,Percent,43.36719
Bolivia,1992,All genders,Not applicable,Percent,52.87375
Bolivia,1992,Female,Not applicable,Percent,55.59211
Bolivia,1992,Male,Not applicable,Percent,50.26811
Bolivia,1991,Male,Not applicable,Percent,46.38473
Bolivia,1991,Female,Not applicable,Percent,54.33481
Bolivia,1991,All genders,Not applicable,Percent,50.27288
Bolivia,1990,All genders,Not applicable,Percent,54.71523
Bolivia,1990,Female,Not applicable,Percent,58.7056
Bolivia,1990,Male,Not applicable,Percent,50.87149
Bosnia and Herzegovina,2013,Female,Not applicable,Percent,13.37059
Bosnia and Herzegovina,2013,All genders,Not applicable,Percent,13.48278
